Ri¢hie Ri¢h	38087756	38087756	Contemporary Fiction	Donald Petrie	Warner Bros.	4.7	12687	PG	Comedy	40000000	21-Dec-94	25	""	Original Screenplay	""
Radio Days	14792779	14792779	Historical Fiction	Woody Allen	Orion Pictures	7.5	10839	""	Comedy	16000000	30-Jan-87	95	""	Original Screenplay	""
Radio Flyer	4651977	4651977	Historical Fiction	Richard Donner	Sony Pictures	6.5	6210	""	Drama	35000000	21-Feb-92	43	""	Original Screenplay	""
Reservoir Dogs	2832029	2832029	""	Quentin Tarantino	Miramax	8.4	212985	R	""	1200000	23-Oct-92	96	""	""	18806836
Raiders of the Lost Ark	245034358	386800358	Historical Fiction	Steven Spielberg	Paramount Pictures	8.7	242661	PG	Adventure	20000000	12-Jun-81	""	""	Original Screenplay	19608618
Red River	9012000	9012000	""	Howard Hawks	""	7.8	10629	""	""	3000000	1948-01-01	100	""	""	""
Reds	50000000	50000000	Historical Fiction	Warren Beatty	Paramount Pictures	7.4	8455	""	Drama	33500000	4-Dec-81	94	""	Based on Book/Short Story	""
Le Violon rouge	10019109	10019109	Historical Fiction	""	Lionsgate	7.7	14545	R	Drama	10000000	11-Jun-99	""	""	Original Screenplay	""
Red Sonja	6905861	6905861	Fantasy	Richard Fleischer	MGM	4.4	11896	""	Action	17900000	28-Jun-85	20	""	Based on Book/Short Story	""
Star Wars Ep. VI: Return of the Jedi	309205079	572700000	Science Fiction	Richard Marquand	20th Century Fox	""	""	PG	Adventure	32500000	25-May-83	""	""	Original Screenplay	12356425
The Return	501752	2658490	""	""	Kino International	2.3	236	PG-13	Drama	15000000	6-Feb-04	""	""	""	""
The Rise and Fall of Miss Thang	401	401	Contemporary Fiction	""	Lavender House Films	""	""	Not Rated	Drama	10000	14-Aug-08	""	87	Original Screenplay	""
Roger & Me	6706368	6706368	Factual	Michael Moore	Warner Bros.	7.5	14883	""	Documentary	140000	20-Dec-89	100	""	Based on Real Life Events	""
The Right Stuff	21500000	21500000	Dramatization	Philip Kaufman	Warner Bros.	7.9	24275	""	Action	27000000	21-Oct-83	97	""	Based on Book/Short Story	""
The Rocky Horror Picture Show	139876417	139876417	""	""	20th Century Fox	7.1	41265	""	Musical	1200000	26-Sep-75	77	""	""	""
Road House	30050028	30050028	Contemporary Fiction	""	United Artists	5.8	14085	""	Action	10000000	19-May-89	44	""	Original Screenplay	""
Romeo Is Bleeding	3275585	3275585	Contemporary Fiction	""	Gramercy	6.3	6537	R	Drama	10000000	4-Feb-94	24	""	Original Screenplay	""
Rockaway	0	0	Contemporary Fiction	""	Off-Hollywood Distribution	4.2	232	R	Drama	2000000	7-Jul-07	""	""	Original Screenplay	""
Rocky	117235147	225000000	""	John G. Avildsen	MGM	4	84	""	""	1000000	21-Nov-76	""	""	""	""
Return of the Living Dead Part II	9205924	9205924	Fantasy	""	Lorimar Motion Pictures	5.1	4661	""	Horror	6200000	15-Jan-88	""	""	""	""
The R.M.	1111615	1111615	Contemporary Fiction	""	Halestone	5.5	449	PG	Comedy	500000	31-Jan-03	64	""	Original Screenplay	""
Renaissance Man	24172899	24172899	Contemporary Fiction	Penny Marshall	Walt Disney Pictures	5.9	7650	PG-13	Comedy	40000000	3-Jun-94	""	""	Original Screenplay	""
Rambo: First Blood Part II	150415432	300400000	Contemporary Fiction	George P. Cosmatos	Sony/TriStar	5.8	38548	R	Action	44000000	22-May-85	30	""	Based on Book/Short Story	""
Rambo III	53715611	188715611	Contemporary Fiction	""	Sony/TriStar	4.9	31551	""	Action	58000000	25-May-88	36	""	Based on Book/Short Story	""
Romeo+Juliet	46338728	147542381	Contemporary Fiction	Baz Luhrmann	20th Century Fox	6.5	78	PG-13	Drama	14500000	1-Nov-96	""	120	Based on Play	""
Ramanujan	0	0	""	Stephen Fry	""	""	""	""	""	20000000	31-Dec-07	""	""	""	""
Rain Man	172825435	412800000	Contemporary Fiction	Barry Levinson	MGM	8	106163	""	Comedy	25000000	16-Dec-88	87	""	Original Screenplay	""
Rapa Nui	305070	305070	""	Kevin Reynolds	""	6.1	2081	""	""	20000000	11-Sep-94	""	""	""	""
Roar	2000000	2000000	""	""	""	5.9	228	""	""	17000000	1981-01-01	""	""	""	""
The Robe	36000000	36000000	""	""	""	6.7	2913	""	""	5000000	16-Sep-53	38	""	""	""
The Rock	134069511	336069511	Contemporary Fiction	Michael Bay	Walt Disney Pictures	7.2	108324	R	Action	75000000	7-Jun-96	66	136	Original Screenplay	""
The Remains of the Day	22954968	63954968	Historical Fiction	James Ivory	Sony/Columbia	7.9	21736	""	Drama	15000000	5-Nov-93	97	""	Based on Book/Short Story	""
Airplane!	83453539	83453539	""	Jerry Zucker	""	7.8	57000	""	Comedy	3500000	4-Jul-80	98	""	Original Screenplay	""
Repo Man	2300000	2300000	Science Fiction	""	Universal	6.7	12438	""	Comedy	1500000	2-Mar-84	97	""	Original Screenplay	""
Rocket Singh: Salesman of the Year	164649	5348767	""	""	Yash Raj Films	7.5	1436	""	""	1070000	11-Dec-09	""	""	""	""
Raise the Titanic	7000000	7000000	""	""	""	3.9	1757	PG	""	40000000	1-Aug-80	60	""	""	""
Restoration	4100000	4100000	Historical Fiction	""	Miramax	6.5	4024	R	Drama	18000000	29-Dec-95	""	""	Based on Book/Short Story	""
The Return of the Living Dead	14237880	14237880	Science Fiction	""	Orion Pictures	7.1	13621	""	Horror	4000000	16-Aug-85	88	""	""	""
Rejsen til Saturn	0	2783634	Science Fiction	""	""	5.9	849	""	Comedy	2700000	26-Sep-08	""	""	Original Screenplay	""
Return to the Land of Wonders	1338	1338	Factual	""	Arab Film Distribution	8.5	35	Not Rated	Documentary	5000	13-Jul-05	""	""	""	""
Return to Oz	10618813	10618813	Fantasy	""	Walt Disney Pictures	6.7	7491	""	Adventure	27000000	21-Jun-85	55	""	Based on Book/Short Story	""
The Running Man	38122000	38122000	Science Fiction	Paul Michael Glaser	Sony/TriStar	6.4	36308	""	Action	30000000	13-Nov-87	63	""	Based on Book/Short Story	""
Run Lola Run	7267324	14533173	Contemporary Fiction	Tom Tykwer	Sony Pictures	6	91	R	Thriller/Suspense	1750000	18-Jun-99	""	""	Original Screenplay	""
Revolution#9	9118	9118	""	""	""	7.3	252	""	Thriller/Suspense	350000	15-Nov-02	""	""	""	""
The River Wild	46815000	94215000	Contemporary Fiction	Curtis Hanson	Universal	6.2	14285	PG-13	Action	45000000	30-Sep-94	56	""	Original Screenplay	""
Se7en	100125643	328125643	Contemporary Fiction	David Fincher	New Line	8.7	278918	R	Thriller/Suspense	30000000	22-Sep-95	""	""	Original Screenplay	""
Safe Men	21210	21210	""	""	October Films	5.9	1743	R	""	1000000	7-Aug-98	58	""	""	""
Secrets & Lies	13417292	13417292	Contemporary Fiction	Mike Leigh	October Films	7.9	14364	R	Drama	4500000	28-Sep-96	94	""	Original Screenplay	""
Sgt. Bilko	30356589	37956589	Contemporary Fiction	""	Universal	5.2	9693	PG	Comedy	39000000	29-Mar-96	33	93	Based on TV	""
Sabrina	53458319	87100000	Contemporary Fiction	Sydney Pollack	Paramount Pictures	6	15749	PG	Romantic Comedy	58000000	15-Dec-95	61	""	Remake	""
Subway	390659	1663296	Contemporary Fiction	Luc Besson	Island/Alive	6.2	5904	""	Drama	2000000	6-Nov-85	86	""	Original Screenplay	""
School Daze	14545844	14545844	Contemporary Fiction	Spike Lee	Sony Pictures	5.3	2667	""	Drama	6000000	12-Feb-88	58	""	Original Screenplay	""
Scarface	44942821	44942821	Historical Fiction	Brian De Palma	Universal	8.2	152262	Not Rated	Drama	25000000	9-Dec-83	88	""	Remake	15386092
Schindler's List	96067179	321200000	Dramatization	Steven Spielberg	Universal	8.9	276283	R	Drama	25000000	15-Dec-93	97	""	Based on Real Life Events	""
A Streetcar Named Desire	8000000	8000000	""	Elia Kazan	Warner Bros.	8.1	33781	""	""	1800000	18-Sep-51	""	""	Based on Play	""
Shadow Conspiracy	2154540	2154540	Contemporary Fiction	George P. Cosmatos	Walt Disney Pictures	4.7	2427	R	Thriller/Suspense	45000000	31-Jan-97	""	""	Original Screenplay	""
Short Cut to Nirvana: Kumbh Mela	381225	439651	Factual	""	Mela Films	6.9	105	Not Rated	Documentary	200000	22-Oct-04	75	""	Based on Real Life Events	""
Spartacus	30000000	60000000	Dramatization	Stanley Kubrick	Universal	8	50856	""	Action	12000000	7-Oct-60	96	""	Based on Book/Short Story	""
Sunday	410919	450349	""	""	""	6.9	436	""	Drama	450000	22-Aug-97	79	""	""	""
She Done Him Wrong	2000000	2000000	""	""	""	6.7	1795	""	""	200000	9-Feb-33	100	""	""	""
Secret, The	0	0	""	""	""	""	""	Not Rated	Documentary	3500000	7-Nov-06	""	""	""	65505095
Sea Rex 3D: Journey to a Prehistoric World	0	0	""	""	3D Entertainment	""	""	""	""	5000000	""	""	""	""	""
State Fair	3500000	3500000	""	""	""	5.7	436	""	""	4500000	9-Mar-62	14	""	""	""
Sticky Fingers of Time	18195	20628	""	""	Strand	""	""	""	Thriller/Suspense	250000	8-Jan-99	""	""	""	""
Stargate - The Ark of Truth	0	0	Science Fiction	""	""	""	""	""	Action	7000000	11-Mar-08	""	""	Based on TV	8962832
She's Gotta Have It	7137502	7137502	Contemporary Fiction	Spike Lee	Island	6.2	2594	""	Comedy	175000	8-Aug-86	93	""	Original Screenplay	""
Stargate	71565669	196565669	Science Fiction	Roland Emmerich	MGM	6.7	47174	PG-13	Action	55000000	28-Oct-94	46	""	Original Screenplay	""
The Shadow	31835600	31835600	Super Hero	Russell Mulcahy	Universal	5.6	9530	PG-13	Action	40000000	1-Jul-94	34	""	Based on Comic/Graphic Novel	""
Show Boat	11000000	11000000	""	""	""	6.9	1788	""	""	2300000	24-Sep-51	89	""	""	""
Shadowlands	25842377	25842377	Dramatization	Sir Richard Attenborough	Savoy	7.4	7689	R	Drama	22000000	29-Dec-93	96	""	Based on Play	""
Shanghai Surprise	2315000	2315000	""	""	MGM	2.6	2591	""	""	17000000	29-Aug-86	14	""	""	""
Shalako	2620000	2620000	""	""	""	5.3	1090	""	""	1455000	1968-01-01	""	""	""	""
Sheena	5778353	5778353	Contemporary Fiction	John Guillermin	Sony/Columbia	4.3	1598	""	Adventure	25000000	17-Aug-84	38	""	Based on Comic/Graphic Novel	""
Shine	35811509	35811509	Dramatization	Scott Hicks	Fine Line	7.6	22439	PG-13	Drama	5500000	22-Nov-96	90	105	Based on Real Life Events	""
The Shining	44017374	44017374	Fantasy	Stanley Kubrick	Warner Bros.	8.5	177762	""	Horror	19000000	23-May-80	87	""	Based on Book/Short Story	""
Haakon Haakonsen	15024232	15024232	Historical Fiction	""	Walt Disney Pictures	6.4	1125	""	Adventure	8500000	1-Mar-91	""	""	Based on Book/Short Story	""
Ishtar	14375181	14375181	Contemporary Fiction	""	Sony Pictures	3.7	6094	""	Comedy	40000000	15-May-87	19	""	Original Screenplay	""
Showgirls	20254932	20254932	Contemporary Fiction	Paul Verhoeven	MGM	4.1	27004	NC-17	Drama	40000000	22-Sep-95	12	""	Original Screenplay	""
The Shawshank Redemption	28241469	28241469	Historical Fiction	Frank Darabont	Sony Pictures	9.2	519541	R	Drama	25000000	23-Sep-94	88	""	Based on Book/Short Story	""
Silver Bullet	10803211	10803211	Fantasy	""	Paramount Pictures	5.9	6387	""	Horror	7000000	11-Oct-85	50	""	Based on Book/Short Story	""
Side Effects	44701	44701	""	""	Sky Island	""	""	R	Romantic Comedy	200000	9-Sep-05	11	""	Original Screenplay	""
Set It Off	36049108	36049108	Contemporary Fiction	F. Gary Gray	New Line	6.3	4570	R	Drama	9000000	6-Nov-96	61	120	Original Screenplay	""
The Silence of the Lambs	130726716	275726716	Contemporary Fiction	Jonathan Demme	Orion Pictures	8.7	244856	""	Thriller/Suspense	20000000	14-Feb-91	96	""	Based on Book/Short Story	""
Silver Medalist	0	0	Contemporary Fiction	""	""	""	""	""	Black Comedy	2600000	29-Feb-08	""	""	Original Screenplay	""
Silent Trigger	76382	76382	""	Russell Mulcahy	""	5.2	1364	""	""	15000000	26-Jun-96	""	""	""	""
Thinner	15171475	15171475	Fantasy	""	Paramount Pictures	5.3	7888	R	Horror	14000000	25-Oct-96	18	93	Based on Book/Short Story	""
Sling Blade	24475416	34175000	Contemporary Fiction	""	Miramax	8	41785	R	Drama	4833610	20-Nov-96	96	133	Based on Short Film	""
Slacker	1227508	1227508	""	Richard Linklater	""	6.9	5907	""	""	23000	1-Aug-91	83	""	""	""
Some Like it Hot	25000000	25000000	""	Billy Wilder	""	8.3	67157	""	""	2883848	29-Mar-59	97	""	""	""
The Scarlet Letter	10359006	10359006	Historical Fiction	Roland Joffe	Walt Disney Pictures	4.6	6155	R	Drama	50000000	13-Oct-95	15	""	Based on Book/Short Story	""
Silmido	298347	30298347	""	""	Cinema Service	7.1	1724	Not Rated	Action	8500000	23-Apr-04	""	""	""	""
Sleeper	18344729	18344729	""	Woody Allen	MGM	7.3	15466	""	Comedy	2000000	17-Dec-73	100	""	Original Screenplay	""
Sleepers	53300852	165600852	Dramatization	Barry Levinson	Warner Bros.	7.3	51874	R	Drama	44000000	18-Oct-96	73	105	Based on Book/Short Story	""
The Slaughter Rule	13134	13134	""	""	""	6	1136	R	""	500000	10-Jan-03	""	""	""	""
Solomon and Sheba	11000000	11000000	""	King Vidor	""	6	915	""	""	5000000	1-Jan-59	""	""	""	""
Sur Le Seuil	2013052	2013052	Contemporary Fiction	""	Alliance	6.7	585	Not Rated	Drama	2500000	3-Oct-03	""	""	Based on Book/Short Story	""
The Usual Suspects	23341568	23341568	Contemporary Fiction	Bryan Singer	Gramercy	8.7	266890	R	Drama	6000000	16-Aug-95	87	""	Original Screenplay	""
Silverado	33200000	33200000	Historical Fiction	Lawrence Kasdan	Sony/Columbia	7	14243	""	Western	26000000	10-Jul-85	76	""	Original Screenplay	""
Salvador	1500000	1500000	""	""	Hemdale	7.5	7797	""	Drama	4500000	23-Apr-86	91	""	Original Screenplay	""
Sex, Lies, and Videotape	24741667	36741667	""	Steven Soderbergh	Miramax	""	""	""	""	1200000	4-Aug-89	97	""	""	""
Show Me	0	0	Contemporary Fiction	""	Wolfe Releasing	5.9	288	R	Thriller/Suspense	400000	4-Nov-05	""	""	Original Screenplay	""
Simon	4055	4055	Contemporary Fiction	""	Strand	8	4873	""	Comedy	1300000	7-Apr-06	""	""	Original Screenplay	""
Super Mario Bros.	20844907	20844907	Fantasy	""	Walt Disney Pictures	3.8	17281	""	Action	42000000	28-May-93	""	""	Based on Game	""
Somewhere in Time	9709597	9709597	Fantasy	""	Universal	7	8787	""	Drama	5100000	3-Oct-80	63	""	Based on Book/Short Story	""
Smoke Signals	6719300	7756617	Contemporary Fiction	""	Miramax	6.9	5058	PG-13	Comedy	2000000	26-Jun-98	86	""	Based on Book/Short Story	""
Serial Mom	7881335	7881335	Contemporary Fiction	John Waters	Savoy	6.4	10999	R	Comedy	13000000	13-Apr-94	61	""	Original Screenplay	""
Sommersturm	95204	95204	Contemporary Fiction	""	Regent Releasing	7.6	5251	R	Drama	3000000	17-Mar-06	""	""	Original Screenplay	""
Silent Movie	36145695	36145695	""	Mel Brooks	20th Century Fox	6.4	6248	""	Comedy	4400000	25-Jun-76	89	""	Original Screenplay	""
The Santa Clause	144833357	189800000	Kids Fiction	John Pasquin	Walt Disney Pictures	6.1	17773	PG	Comedy	22000000	11-Nov-94	79	""	Original Screenplay	""
The Singles Ward	1250798	1250798	Contemporary Fiction	""	Halestorm Entertainment	5.7	736	PG	Comedy	500000	1-Feb-02	50	""	Original Screenplay	""
Sense and Sensibility	42993774	134993774	Historical Fiction	Ang Lee	Sony Pictures	7.7	31279	PG	Drama	16500000	11-Dec-95	98	""	Based on Book/Short Story	""
Singin' in the Rain	3600000	3600000	""	Stanley Donen	MGM	8.4	55352	""	""	2540000	10-Apr-52	100	""	""	""
Solitude	6260	6260	""	""	Indican Pictures	4.8	82	Not Rated	Drama	200000	7-Jan-05	""	""	Original Screenplay	""
The Sound of Music	163214286	286214286	Historical Fiction	Robert Wise	20th Century Fox	6.3	45	""	Musical	8200000	April, 1965	81	""	Based on Book/Short Story	""
She's the One	9482579	13795053	Contemporary Fiction	Edward Burns	Fox Searchlight	6	8159	R	Romantic Comedy	3500000	23-Aug-96	60	""	Original Screenplay	""
Straight out of Brooklyn	2712293	2712293	""	""	""	5.6	263	""	""	450000	1991-01-01	100	""	""	""
Spaceballs	38119483	38119483	Science Fiction	Mel Brooks	MGM	6.9	52434	""	Comedy	22700000	24-Jun-87	65	""	Original Screenplay	""
Speed	121248145	283200000	Contemporary Fiction	Jan De Bont	20th Century Fox	2.6	4175	R	Action	30000000	10-Jun-94	90	""	Original Screenplay	""
Species	60054449	113354449	Science Fiction	Roger Donaldson	MGM	5.6	21917	R	Action	35000000	7-Jul-95	39	""	Original Screenplay	""
Sphinx	2000000	11400000	Contemporary Fiction	Franklin J. Schaffner	Orion Pictures	4.9	478	""	Thriller/Suspense	10000000	11-Feb-81	""	""	Based on Book/Short Story	""
Spaced Invaders	15000000	15000000	Science Fiction	Patrick Read Johnson	Walt Disney Pictures	4.8	1464	""	Comedy	3000000	27-Apr-90	9	""	Original Screenplay	""
Spellbound	7000000	7000000	""	Alfred Hitchcock	ThinkFilm	7.7	14665	G	""	1500000	1945-01-01	87	""	""	""
Splash	62599495	62599495	Fantasy	Ron Howard	Walt Disney Pictures	6.2	21732	""	Comedy	8000000	9-Mar-84	91	""	Original Screenplay	""
Superman IV: The Quest for Peace	11227824	11227824	Super Hero	Sidney J. Furie	Warner Bros.	3.4	15164	""	Action	17000000	24-Jul-87	""	""	Based on Comic/Graphic Novel	""
Superman II	108185706	108185706	Super Hero	Richard Donner	Warner Bros.	6.7	29512	""	Adventure	50000000	19-Jun-81	""	""	Based on Comic/Graphic Novel	""
Superman III	59950623	59950623	Super Hero	""	Warner Bros.	4.7	18070	""	Adventure	39000000	17-Jun-83	23	""	Based on Comic/Graphic Novel	""
Sparkler	5494	5494	""	""	Strand	5.5	320	R	""	1000000	19-Mar-99	17	""	""	""
Superman	134218018	300200000	Super Hero	Richard Donner	Warner Bros.	4.9	129	PG	Adventure	55000000	15-Dec-78	94	""	Based on Comic/Graphic Novel	""
The Specialist	57362581	57362581	Contemporary Fiction	""	Warner Bros.	4.9	18749	R	Action	45000000	7-Oct-94	4	""	Based on Book/Short Story	""
The Sorcerer	12000000	12000000	""	William Friedkin	""	6.8	563	""	""	21600000	24-Jun-77	""	""	""	""
Sisters in Law	33312	33312	Factual	""	Women Make Movies	6.7	203	Not Rated	Documentary	300000	12-Apr-06	""	""	Based on Real Life Events	""
Smilla's Sense of Snow	2221994	2221994	Contemporary Fiction	Bille August	Fox Searchlight	6.1	7280	R	Thriller/Suspense	35000000	28-Feb-97	53	""	Based on Book/Short Story	""
Assassins	30306268	83306268	Contemporary Fiction	Richard Donner	Warner Bros.	5.9	23370	R	Action	50000000	6-Oct-95	9	""	Original Screenplay	""
Star Trek: The Motion Picture	82258456	139000000	Science Fiction	Robert Wise	Paramount Pictures	6.2	25454	PG	Adventure	35000000	7-Dec-79	48	""	Based on TV	""
Star Trek III: The Search for Spock	76471046	87000000	Science Fiction	Leonard Nimoy	Paramount Pictures	6.5	22261	""	Adventure	18000000	1-Jun-84	""	""	Based on TV	""
Star Trek IV: The Voyage Home	109713132	133000000	Science Fiction	Leonard Nimoy	Paramount Pictures	7.3	26207	""	Adventure	24000000	26-Nov-86	""	""	Based on TV	""
Stand by Me	52287414	52287414	Historical Fiction	Rob Reiner	Sony/Columbia	8.2	90143	""	Drama	8000000	8-Aug-86	94	""	Based on Book/Short Story	""
Stone Cold	9286314	9286314	Contemporary Fiction	""	Sony Pictures	4.6	52	R	Action	25000000	17-May-91	29	""	Original Screenplay	""
The Stewardesses	13500000	25000000	""	""	""	4.3	86	""	""	200000	25-Jul-69	""	""	""	""
Street Fighter	33423000	99423000	Contemporary Fiction	""	Universal	3.3	25407	PG-13	Action	35000000	23-Dec-94	13	""	Based on Game	""
Star Trek II: The Wrath of Khan	79912963	96800000	Science Fiction	""	Paramount Pictures	7.8	36131	PG	Adventure	12000000	4-Jun-82	""	""	Based on TV	""
Steal (Canadian Release)	220944	220944	""	""	""	""	""	Not Rated	""	15000000	25-Apr-03	""	""	""	""
The Sting	159616327	159616327	Historical Fiction	George Roy Hill	Universal	8.4	65866	""	""	5500000	25-Dec-73	91	""	Original Screenplay	""
Stonewall	304602	304602	Dramatization	""	Strand	7	741	R	Drama	2000000	26-Jul-96	""	99	Based on Real Life Events	""
Star Trek V: The Final Frontier	52210049	70200000	Science Fiction	""	Paramount Pictures	5	20600	""	Action	30000000	9-Jun-89	""	""	Based on TV	""
Star Trek VI: The Undiscovered Country	74888996	96900000	Science Fiction	""	Paramount Pictures	7.2	23546	""	Action	27000000	6-Dec-91	""	""	Based on TV	""
Star Trek: Generations	75671262	120000000	Science Fiction	""	Paramount Pictures	6.5	26465	PG	Adventure	38000000	18-Nov-94	""	""	Based on TV	""
Stripes	85300000	85300000	Contemporary Fiction	Ivan Reitman	Sony Pictures	6.8	19618	R	Comedy	10000000	26-Jun-81	88	""	Original Screenplay	""
Striptease	32773011	32773011	Contemporary Fiction	Andrew Bergman	Sony Pictures	3.9	18012	R	Comedy	50000000	28-Jun-96	12	115	Based on Book/Short Story	""
Star Wars Ep. IV: A New Hope	460998007	797900000	Science Fiction	George Lucas	20th Century Fox	""	""	PG	Adventure	11000000	25-May-77	""	""	Original Screenplay	11182540
Saints and Soldiers	1310470	1310470	Dramatization	Ryan Little	Excel Entertainment	7	7581	PG-13	Drama	780000	6-Aug-04	""	90	Based on Real Life Events	""
Steppin: The Movie	0	0	Contemporary Fiction	""	Weinstein Co.	3.3	108	""	Comedy	1000000	2008-01-01	""	""	Original Screenplay	""
Strangers on a Train	7000000	7000000	""	Alfred Hitchcock	Warner Bros.	8.3	34284	PG	""	1200000	3-Jul-51	98	""	""	""
Sugar Hill	18272447	18272447	Contemporary Fiction	""	20th Century Fox	5.3	1627	R	Drama	10000000	25-Feb-94	22	""	Original Screenplay	""
Stiff Upper Lips	69582	69582	""	""	Cowboy Pictures	6.1	543	""	""	5700000	27-Aug-99	29	""	""	""
Shichinin no samurai	271736	271736	Historical Fiction	Akira Kurosawa	Cowboy Pictures	8.8	96698	""	Action	500000	19-Nov-56	""	""	Original Screenplay	""
Sweet Charity	8000000	8000000	""	Bob Fosse	""	7	1691	""	""	20000000	1969-01-01	""	""	""	""
Sands of Iwo Jima	7800000	7800000	""	""	""	7.1	4160	""	""	1000000	1949-01-01	100	""	""	""
The Spy Who Loved Me	46800000	185400000	Contemporary Fiction	""	MGM	7.1	24938	""	Action	14000000	13-Jul-77	78	""	Based on Book/Short Story	""
The Swindle	245359	5045359	""	""	New Yorker	5.2	1417	""	Comedy	10000000	25-Dec-98	""	""	""	""
Swingers	4505922	6542637	Contemporary Fiction	Doug Liman	Miramax	6.2	431	R	Comedy	200000	18-Oct-96	86	""	Original Screenplay	""
Snow White and the Seven Dwarfs	184925485	184925485	Fantasy	""	Walt Disney Pictures	7.8	38141	""	Musical	1488000	21-Dec-37	97	""	Traditional/Legend/Fairytale	""
The Sweet Hereafter	4306697	4306697	Contemporary Fiction	Atom Egoyan	Fine Line	7.8	16280	R	Drama	5000000	10-Oct-97	100	""	Based on Book/Short Story	""
She Wore a Yellow Ribbon	5400000	5400000	""	John Ford	""	7.3	5825	""	""	1600000	1949-01-01	100	""	""	""
Sex with Strangers	247740	247740	Factual	""	""	5	151	Not Rated	Documentary	1100000	22-Feb-02	39	""	Based on Real Life Events	""
Spy Hard	26936265	26936265	Contemporary Fiction	""	Walt Disney Pictures	4.7	12682	PG-13	Comedy	18000000	24-May-96	7	81	Original Screenplay	""
Shi Yue Wei Cheng	0	44195779	""	""	""	6.9	1795	""	""	23000000	18-Dec-09	""	""	""	""
Tango	1687311	1687311	Historical Fiction	""	Sony Pictures Classics	6.9	1490	PG-13	Drama	4500000	12-Feb-99	""	""	Original Screenplay	""
The Age of Innocence	32014993	32014993	Historical Fiction	Martin Scorsese	Sony/Columbia	7.1	16000	""	Drama	34000000	17-Sep-93	81	""	Based on Book/Short Story	""
Talk Radio	3468572	3468572	Contemporary Fiction	Oliver Stone	Universal	7	5659	""	Drama	4000000	1-Dec-88	80	""	Based on Book/Short Story	""
The Texas Chainsaw Massacre	26572439	26572439	""	Tobe Hooper	New Line	6.1	39172	R	Horror	140000	18-Oct-74	90	""	""	""
The Texas Chainsaw Massacre 2	8025872	8025872	Contemporary Fiction	Tobe Hooper	Cannon	5.1	7702	""	Horror	4700000	22-Aug-86	43	""	Remake	""
Timecop	44853581	102053581	Science Fiction	Peter Hyams	Universal	5.5	16570	R	Action	28000000	16-Sep-94	47	""	Based on Comic/Graphic Novel	""
Tin Cup	53854588	75854588	Contemporary Fiction	Ron Shelton	Warner Bros.	6.1	17274	R	Romantic Comedy	45000000	16-Aug-96	69	105	Original Screenplay	""
Torn Curtain	13000000	13000000	""	Alfred Hitchcock	""	6.6	8670	""	""	3000000	16-Jul-66	81	""	""	""
To Die For	21284514	27688744	Contemporary Fiction	Gus Van Sant	Sony Pictures	6.8	18459	R	Black Comedy	20000000	27-Sep-95	87	""	Based on Book/Short Story	""
Terror Train	8000000	8000000	""	Roger Spottiswoode	""	5.5	2479	""	""	3500000	1980-01-01	33	""	""	""
Teen Wolf Too	7888000	7888000	Fantasy	""	Atlantic	2.8	5207	""	Comedy	3000000	20-Nov-87	14	""	Original Screenplay	""
The Fan	18582965	18582965	Contemporary Fiction	Tony Scott	Sony Pictures	5.6	20640	R	Thriller/Suspense	55000000	16-Aug-96	40	117	Based on Book/Short Story	""
Timber Falls	0	0	Contemporary Fiction	""	Slowhand Cinema	5.3	2213	R	Horror	2600000	7-Dec-07	38	""	Original Screenplay	""
Tae Guik Gi: The Brotherhood of War	1110186	69826708	Historical Fiction	""	IDP Distribution	""	""	R	Drama	12500000	3-Sep-04	""	""	Original Screenplay	""
The Incredibly True Adventure of Two Girls in Love	2210408	2477155	Contemporary Fiction	""	Fine Line	5.8	1795	R	Drama	250000	16-Jun-95	""	""	Original Screenplay	""
There Goes My Baby	125169	125169	Contemporary Fiction	""	Orion Pictures	6.3	507	R	Comedy	10500000	2-Sep-94	""	""	Original Screenplay	""
Tank Girl	4064333	4064333	Science Fiction	""	MGM	4.7	10772	R	Action	25000000	1-Mar-95	42	""	Based on Comic/Graphic Novel	""
Top Gun	176786701	353786701	Contemporary Fiction	Tony Scott	Paramount Pictures	6.5	80013	""	Action	15000000	16-May-86	45	""	Original Screenplay	""
Thunderball	63600000	141200000	""	""	MGM	7	27245	""	Action	9000000	29-Dec-65	91	""	Based on Book/Short Story	""
The Calling	0	0	""	""	""	3.4	1113	""	""	2500000	31-Dec-09	""	""	""	""
The Craft	24769466	55669466	Fantasy	Andrew Fleming	Sony Pictures	5.9	21130	R	Thriller/Suspense	15000000	3-May-96	45	100	Original Screenplay	""
It Happened One Night	2500000	2500000	""	Frank Capra	""	8.3	25074	""	Romantic Comedy	325000	1934-01-01	97	""	""	""
The Net	50621733	110521733	Science Fiction	""	Sony Pictures	5.6	24363	PG-13	Thriller/Suspense	22000000	28-Jul-95	33	""	Original Screenplay	""
La otra conquista	886410	886410	Historical Fiction	""	Hombre de Oro	6.1	584	R	Drama	3500000	19-Apr-00	""	""	Original Screenplay	""
The Journey	19800	19800	""	""	""	4.4	74	Not Rated	""	500000	11-Jul-03	""	""	""	""
They Live	13000000	13000000	Science Fiction	John Carpenter	Universal	7	20995	""	Thriller/Suspense	4000000	4-Nov-88	88	""	Based on Book/Short Story	""
Tales from the Hood	11784569	11784569	Contemporary Fiction	""	Savoy	5.8	1860	R	Horror	6000000	24-May-95	33	""	Original Screenplay	""
